class,tweet
1,know yall bitches tell yall selfs wwhd would hustlelinaa cuz yall asses stay following
1,know bitches hating low tho way niggaz world afford
1,know seeeeen faceeeee gon send bitch maa wayyyy
0,knows white folk playin wit colored knows place
1,knw bitch niggas frm way back u ah pussy u ah pussy
1,l v fuckin wit nigga getting emotional remind bitch blake http co vjcf r thu
1,laugh bitch
1,learned every bad bitch comes wit mood swings like mo al kombat liu kang true mane
2,learnt birds child best time learn bbcradio
1,let em go peachpapayya u got two hoes u need let one go
1,let hoes make much
1,lied fair place reno girls dress like cowgirl sluts nitc hash tag bitches
0,like chinese buffets hate chinks
2,like rivers talks lot trash tell loves game
1,like cool bad bitch know sexy attitude like ehh whatever
1,like hoe like hoe amusement
1,like kids beyond scared straight acting like hard ass gangsters end leaving balling eyes like bitches lol
1,like bad bitches cause like bad bitches
1,like bad bitches cause like bad bitches hay stunna http co rn vrzfl l
1,like bad bitches thats fucking problem
1,like beamers benzes porches like bitches impo ed
1,like teased dont give pussy fast
1,like bitches like bitches
1,like bitches
1,like chilling bitch like fucking
1,like good weed like bad bitches roll
1,like herbal tea bitches matter anyone else
1,like cays mf ass favorited tweet text bacc hate hoe
0,like niggas try come im like bitch dont shit pussies
1,like call mcsully like bad bitches pour honey silky body even
1,like folks act like word negro equivalent porch monkey spear chucker real
1,like bitches bad wit lil attitude
1,like bitches simple laid back relaxed mental http co xyngdzldrb
1,like seat low window slightly cracked riding wit bad hoe wit girlfriend back
1,like saying word pussy hoe ion
0,like taking niggas hoes stop
2,like yankees toinight http co j rhambu
1,like butt fuck fine ladies choke hold bitch well maybe
2,like mock apple legitimately interested see wearable looks like
1,like weed brownies cookies im straight seein crooked got muh trippy kit hope trip fal pussy tunchei
2,liked youtube video http co qgnhildttv sock fairy sho film
1,liked youtube video http co odnpopl conor mcgregor trash talking chad mendes rest balls forehead
1,literally looked bc kids pussy
2,live two bite brownies
1,live fast lane bitch
1,look better bitch outfit floor justinmiculka myboy
1,look like denzel tilt head side bitch
2,look like dusty bird today
1,looked retarded
1,lose ovo followers every year bitches unfollowed hold going home rants hoe athem hoe anthem
1,lost respect brother cause acting like straight bitch
1,lost think good paper bitch fell bed fell bed slept floor
1,lost pa ners bitches money never lost mind
1,lost something impo ant last year excuse little selfish bitch
2,love butter atcq love q tip hook looped three half minutes instead phife trash verses
1,love asian bitches
1,love german wish nansemonds bitch ass
2,love liv gets ghetto
1,love bitch racks
1,love bitches im ridin bitches matter
0,love people one fag goes school catch ninja star face asap
1,love bad bitches
1,love bad bitches fucking hobby yeah fours like fucking doggy
1,love bad bitches fuckin problem
1,love bad bitches thats fuckin problem forreal real shit cant even help
1,love faggots absolutely love especially ones dress tea
1,love fat bitches
1,love fat bitches fucking problem roodee poo
1,love fli ing money bitch get time eye
2,love floating monkey heads much next person active surplus website redonkulus http www activesurplus com
0,love fuckin wit people givin greedy ass nigas old crackers wit expired cheese dey callin like nigga im shittin likea goose
1,love going walma looking guns wife talk spanish rednecks stare us reconsider
1,love everybody bitches heat fans win lose haters x obnoxious
1,love bitches talkin single life best life bitchin complaining need boyfriend wtf
1,love hoes like omg warped tour yayyyyy gaaaaaaaaaaaay
1,love brother actually tries understand girl see point view argue instead bitch
1,love people use twitter bitch complain fuckyou
2,love marry still queer messy funny fabulous dramatic community always love us
2,love jigg jigg
1,love living minnesota weather bad enough people bitch anything serious stay safe east coast
2,love chunky babies
1,love fresh pussy eat buffet
1,love money fuc bitch stress
1,love haters biggest fans field dem bitches stands
2,love acoustic domes hallways favorite place sing public lie http co g az ryubq
1,love stupid holiday commercials thought going get car nope bitch got ugly ass sweater
1,love bitch dear hea
1,love ho nerissaloren http co obsnjj
1,love eat pussy love investment
1,love feed pussy
2,love watching birds migrate wish understood peaceful sight
2,love wearing fuzzy socks work
1,love girls pass guys want something real treat right guy uses em cuz bitch
1,love friends let use phones stalk bitch blocked facebook
1,love mom goes grocery store gets home carry sucks monkey nuts
1,love people bitch athletes payed much like turn millions fuck ever
1,love pussy smacking sound like u mixing spaghetti
1,love nigguh grown ass man https co utzj uhj
1,loved much long could niggah
2,luh lick middle like oreo
2,luv watching gas monkey havin classics
1,made ya bitch sicc wit one
1,made bitch
1,make bitches fly like peter pan
1,masturbated lingerie catalog spite dare throw trash get look
2,may may least fob related tattoos already planned
1,mean like get nasty tooting ass bitch face freaky zone
1,mean bitch whilin gone get knocked tf
1,mean cunt cunt happens
2,mean ppl confuse use nicca used word two used
1,mean get married long sign prenuptial agreement bitch
1,mean guess sta using since faggot facebook blocked saying mean things lady gaga
2,mean blow foul yellow situation
1,meant bitch niggas
1,might freak bitch dont need bitch
1,miss britt god damn bitch real nigga baby
2,miss twinkies susie qs tragic loss society next pixie tu les
1,miss jihadist bitches crosshairs ahhh good ol days
1,miss bitch one fucked whatever
1,miss fag friends
1,miss flip phone bitch never died
2,miss monkey
1,miss wee cheeky cunt sad times missabby
0,missing something ofay friends day scared da recent happenings chu worry ol lamar say like da colored folk
1,moved niggah anyways
1,must bitch
1,must pissed nigga aha um hoe amp acting outta line
1,name niggas nba playersmy nigga larry bird strait fuckin shooter
1,named dick truth cuz bitches handle lmao
1,named penis truth bitches handle
1,need belgian waffle couple bad bitches
2,need spanish woman ghetto names cook u till casket curvy
1,need bad bitch thats gon treat good
1,need bitch
1,need bitch
1,need bitch drop lol
1,need bitch go like need beat
1,need bitch top till get sleepy
2,need cowboy killer cold one mr dtb probably tired tho get
1,need girl jamaica fuck basic black bitches
2,need heated bra nips hu bad
1,need new bitch
1,need trippy bitch wit cute shit
2,need like fuzzy blankets sleep
1,need bitch
1,need real loyal ass bitch
1,need one research street signs near usaa hang bitch bed lol
2,need sleep seem get place let clam sleep
1,need good pussy fuck
1,need new hoes
1,need sum hoes ah sum cuz wake hella emails goodmoring goodnight text shit even single text
1,need change first im retarded fuck
0,need chat spacejam teeg dat nicca lol
1,need jump shop fritag beers hate looking like odd need get fags tae going look like junkie
2,need pick two wigs agony cute multi colored bob red stevie nicks curly one
1,need hoes
1,need stop little bitch lol
0,never friends entire time lived virginia one cool hope white trash southerners die
1,never played bitch bitches definitely played self
1,never put hoes b bros
1,never seen asian chinese bitch pregnant shit throught kids spawn like call duty
1,never thought could irritate like please stop fucking bitch surprised boyfriend puts stupidspecs
2,nicknamed lux coach k without would never heard duke lol charlie
1,tried everything bitch said wanted man shit get anywhere
1,bring lat name hoes know kids need know
1,fuck bad bitches stiff
1,like women pussy smell like burnt cheese
1,respect bitches respect theyself truu
1,wanna see bad bitches snap chat
1,ont care cuz got hoes dats rite got plenty em
1,ont like dramatic bitch separate n shit
1,ont like game wit retarded ass bird
2,openly admit level white trash drive across town gas station free hot dogs amp half price drinks
1,ordered chocolate chip cookies amp bitch gave fries smh even take shit back gon late work
1,phone cool basic girly bitch dry n plain
1,picked welbeck team kind cunt yes
2,pictured angus running side fob sharana every day afghanistan returnto http co zj mk w ef
1,plan eating entire motherfucking pizza ordered like mufucka bitch
0,prefer jameis winston speak tv damn coon
1,pull hoes tx
1,pull gimme yo bitch
1,put pussy map
1,put ona bitch make bang set gave hoe dick came left
1,rarely drink drunk bitches irritate
2,rather watch oak cliff redskins oak cliff comets play hell
1,realized tacal bitch
1,really always bitches know
1,really baggin bitches problem basketball sho b know smile cologne maybe swag idk
1,really stand people slander shit trash
1,really committed fucking richest bitches
1,really pressed bitches social media talk yes want http co wkvvpsxqp
1,really like nigguh paul tho
0,really get upset lightskin friends another cute dark skin sidekick like im supposed cute darkie u hang wit
1,really hate fat bitch cause bony love smoking hella swisher feeling lonely try voice
1,really hate bitch people point longer give fuck
1,really hate get response back text message like bitch see sum
1,really hope cameron get back together much better dont call hoe http co npx gltmst
1,really hoe shyt u know im hoe mr
1,really wanna brake fucking head look like bitch hit
0,really want kill towel head terrorists already high school please
1,really think ppl defending cassidy throw hotel crib bitches comin
1,really wanna talk life fuck right pussy dude smokin blunt die
2,really want girl make brownies
2,really want spo star get pet monkey name achilles
1,really wish owned rocket launcher use every retard driving front today roadrage
1,refuse lxrdlvndxn damn bitches always talking shit draya
1,refuse raise child bitch ass country
1,remember friends jelly mike got hoes bitch tell shit bruh http co kz eij ugm
2,remember laying hospital bed shot ranting coconut shrimp trash
1,remember amp duddy arguing amp gon say shut bitch raped childish
2,remember va tech band called us planet apes ready flip
1,remember bitches lmaoo
1,remember milz drunk ass fell asleep playing gears smh fag
1,remember bitches wouldnt let nigga fuck like months days
1,remember watch cooties stay away hoe herpes
1,remember lil bitch caught slippin n get ina car mins later lookin nigga holdin gun face
2,rescued baby bird http co ad yy cuqt
1,respect nigga tell got bitch fall fuck back hating
1,ride around notint bitches see jetlife
1,roll blunt better bitches havana cause king round
2,said middle school days ghetto way people impress go http co qypvikcrfy
1,salute hoes kno places bitches miss
1,saw many basic bitches picking school schedule kinda wanted throw tbh
1,say k michelle manly act like lady foul mouth violent beat bitch
1,say fuck niggas bitch im need
1,say smash panomera buy new one hoe
1,say big fat line meth finale come pussies p goodbyebreakingbad
1,see real nicca look mirror
1,see bitches nun trotin amp thotin
1,see hoes
1,see thru fake bitches amp niggas
2,see u jigga hillary wankin
2,see ya big boi oreo v
1,see fuck bitches fuck bitches also
1,see tweets bitch lmfao darealquitam von kick curb call n curse ass
1,seen scooby hoe niggas gardens
2,sho miss uncle tom
1,shoot pussy bust pussy cuming sooooooooooon
1,shot stripper hoes keep stealing tacos http co tq ies jlg
1,jail crime hoe kill beats
1,nigga bitch texting right
1,gt scurl deez hoes
1,probs shave spic stash soon kinda getting hand
2,sta wearing beanies
1,fought popped talking u need two hits bitch please
1,thrown whole roll pennies made month bitch
2,show like jeffersons dat george make wanna open dry cleaning stow call da white folk honkey
1,show love everybody joe time hate stuck people thats hoe shit
1,slam duunkk hoes cuz lay
1,slept good thenna bitch tho
1,smell smell smell pussy
1,smoke fat pound grass fall ass faster fat bitch sat fast
1,smoke lot weed keep bitches mind
1,sno ed shit girls presence dude lmao coke head bitches
1,sound retarded learning quickly tyler yost http co vqh zbwml
1,spend money weed clothes n food hoes
1,spent whole th lookin hoes missed fireworks realized hoes allbad
1,spy couple thirsty hoes insta
1,stalk bf insta follow girl fli scare bitches
1,sta garfield monday yeahhhhhh lil bitch
1,stay away bitches insecure wild ning public say immature
1,still get retards going ape shit iphone makes sense whats ever
2,still understand dump trash ocean pretty big surely cheaper launching space
1,still hate bitches dmv californiadmv miserable hoes
1,still see plenty basic bitches iphone
0,still think snap chat faggots high schoolers
1,stopped snapping women calling bitches
1,suppo niggaz bitches dope shit west side city la
1,swear care everything else bitches
1,swear got shit make bitches go insane
1,swear hate im somewhere woman catches rubberband clearly says kappa alpha psi ask kappa yes bitch lol
1,swear heard bitch creak
1,swear needa go n go back old bitches think game apparently let real
1,swear worry nothing keep bitch radar gay
1,swear newnan utilities gettin nicca bout sta reading damn meter
1,swear nicca sleep im tired fuk
1,swear nothing worse bad bitch lost
1,swear bitches looney like pic amp fucking bitch
1,swear bitches nothing worry know shut fuck
1,swear dis hoe doinv grown n sexy challenge look like lightskinned gremlin
1,swear females think know bitch know intentions think
1,swear girls good pussy think answer everything
1,swear ion see broke niccas still gettin pussy smh
1,swear nobody actually cares valentine day unless single amp jaded want bitch
1,swear nobody complain hoe early wake go work nobody wakes get ready
1,swear ta god nigga deses hoes want yrn
1,swear hoe b trying
2,swear people cleaning office switch side trash vs recycling cans purpose mess
0,swear anon fags go protests take pictures post twitter look like
1,swear hoes aint got nothing
1,swear hoe following ever since went break
1,swear god middle club making wit bitches like tryna film romantic comedy somethin
1,swear god hit licks lil b bitch dope rob bitch
1,swear god hoes look like take exact picture everytime change godamn ratchet
1,swear broads new bitch every month cant even get one girlfriend maybe something wrong
1,swear new bitches rap wrap
1,take bitch home give long dick
1,take full pride ass momma blessed ridiculous levels yellow ass got back years
1,take notre dame still trash http co f myhu bl
1,take shots wit chaser get bitches chase em
1,talk bitches like really care
2,talked birds fell love
1,tell bitch love shit fuck somethin
1,tell bitches got ike turner syndrome
1,tell th bitch get th bitch th bitch bring
1,tell baddest hoes beat unless gone strip
1,tell truuuooooth bitch ugly yeah aunt momma gone lie er bro tell truth
1,tell bitch followback saying followback followback blocked like fuck
1,tell u tho u nigger women sta getting cornrows mannn
1,text ex new bitch pussy wetter
1,thincc pretty average bitch ya know
1,think broke rib fell ditch turning pussy think
1,think figured white trash americans come rural pa europe
2,think found normal roommate praise jesus current ones get throats slit sleep
1,think gotta accept fact bitches gonna hoes til around age life lot easier
1,think killed chipmunk son bitch fast need check tires
1,think read worst interview ever lee castro one dope bitches neither one two belong media
2,think salad bar lunch today gotta make bi hday brownies somehow lasthurrahthendietsta
2,think eat brownie pass
1,think bitch tonight
2,think gonna walk around house free bird
1,think guy period today emotional bitch heh heh heh
1,think lot bitches smile selfies breath stinks want steam front cameras
2,think fact dinosaurs evolved birds every time eat chicken dinosaurs delicious
1,think ai havent looked cloud whole minute cus hoes moving fast asf rn
1,think dem hoes lahhh regular
1,think losing niggas cuz season changed seasonal hoes
0,think dat miss facetious called nigger move away da dark side mean
1,think every bitch wit tongue piercing suck dick im real
1,think funny hoes talk bout faithful
1,think bitches tryna set uuuuhhuuhhhhhp
0,think nigga retarded g
1,think women forever find way guy thirsty tho feel like thier pussy value
1,think fat bitch never see ya body tl got nothing neck avi
1,think fuckin wit wrong niggah
1,think bad mood munching hairy pussy
1,think made clear hoes loyal
1,thought love bitch core
1,thought legal beat yo hoe
1,thought bros hoes guess
2,thought albino tho
1,thought bitch trynna line
1,titty wrecked ya bitch
1,tld hoe wrongs dnt make rite wanna sing
2,told said bri get tweef anyone trash goes tweefs like freshman
1,told mom eats cereal ugly amp gon say rude little bitch thought let bitch know
1,told bitch idgaf benz bitch
1,told chick tell truth realest bitch ever met show proof
1,told little bitch ass nigga look like eat gun charge slap hoe ass lawyer
1,told going shit u pussy boy
2,took rebel vs yankee tests questions accents word usage scored total rebel vs yankee southern pa
2,traveled back time middle ea h crept enemy slit hobbit throat reflex vomited trembling hand
1,treat bitches respect
1,tried calling sorry ass cousin msparka th bday hoe answer like always big time days lol
1,try get back anime swear every show revolves around either teenage girls boys pussy talk
1,try pass get carpool passing looking like playing game waved hi idgaf fuck w bitch
1,turn cassey nasty hoe rihanna classy hoe
1,turn bitches gay think bitches fuck like
1,turned bet awards seconds got witness random bitches getting drunk wade dancing r kelly
2,uploaded youtube video http co rle jnr goproud makes money twinkie crisis free market spirit
2,uploaded youtube video http co jhuuzpgr update uganda anti gay bill freemasonry anglo american influence
1,use wanna fuck bitch mo
2,used chug vodka orange juice also used chug vodka gatorade used chug vodka
2,used get grs lot tho maybe soles cracked much http co lrcb vabig
2,used picture coming wadi fob sharana barrel brandy iiarwatch
1,used think bitch bad moe
1,wake every morning wishing bitch would
1,wan mixtape pussy cinnamon rolls
1,wanna apologize bitch day way emotions set
1,wanna around bitches amp fun
1,wanna someone bitch ass boyfriend right head playin games ya boi
1,wanna buy bitch every bag
1,wanna cut hair busy bitch
1,wanna eat fuck u talking bout bitch
1,wanna experience late amp early pussy
1,wanna get hoe arm diamond coming cloud riprick http co kdy ohutw
2,wanna go trash talk conce
1,wanna see ass clapping legs shaking wan see bitch get head fa dese beats
2,wanna try pot brownies
2,want oreos help
2,want cowboy killer
2,want four loco right chug go straight sleep
1,want girl whose pussy smells like tuna
2,want slope job get away everything two weeks hate around people unless friends
1,want hoes back
1,want coon ass girl lol
1,want bitch answer ex calling dick mouth
1,want one ae yous sta something tbh yous aw pussy shame
2,want cookies brownies ice cream
1,want fire crackers baby ass fire works az fire crackers
2,want monkey bread
2,want monkey bread
1,want independent soon like depending people makes feel like bitch
1,want beat bitches ass soooo bad
2,want go pumpkin patch love birds make date rest us uncomfo able
1,want paint faggot paint
1,want square hoes
1,want yo bitch go get smashed er let
1,huge tomboy like barbies ninja tu les needed bitches truth
1,made nicca young nicca
2,accused never taking full front face shot one slant angle nothing http co ycuvypv n
1,red light decatur amp lake mead amp bitch knew happy see like bitch finna get passenger seat
1,bf grandma house today goin old albums grandpa naked pics side hos
1,damn near flossing bitch tampon string awful taecocky anything stopped eating pussy
1,eating amp mom gon say damn calm tf bitch calm
1,feelin week agoooo silly hoe silly hoe
2,flying slope rammed small asian boy kid got like champ walked
1,getting business chasing bitches
1,given number mean joe greene high school never tough son bitch respect
1,gonna put wanna eat pussy like saiyan mentions savage enough
1,grown time turned wit grandma nigguh
1,gunna eat pussy diet
2,love charlie
1,grade bitch said something went momma like adopted
1,club good lookin bitch gold teeth tho confused smh
2,informed bird pheonix today could find physical image paintings mythological extinct
1,kidding guys hoes let lov tadaisha lie
1,literally trappin drake dropped take bitch nigga line taste hennessey
1,lookin like dem niccas told dat shit
1,playing music kitchen mom keeps asking tony give bitch hea rather purse
1,smoking blunt outside nasty country bitches jumped lake naked lake nasty fuck
1,pussy back lol like crazy
2,told never fold amp never sell sole
1,trying fuck something today bitch want lie talking bout brother phone lmfao feel played
1,bitch mustash year half wtf wrong itch
1,working hard bitch today deserve reward
1,born last night know hoes right
1,born last night know hoes right
1,born lastnight know theses hoes right
0,calling faggot one lol
1,watched one bitch holding camera said yall need hurry battery die nooooo
1,well fuck yu bitch
1,went sma car bitch sma lips
2,went outside got mad bc weather trash
2,went see leave movie theater tables real food fun ordered brownie desse p
2,wept thurmanmunson died weep years later captain yankees
1,beat bitch ass tf
1,eat hoes alive http co r lw kkfr
1,literally never get home shit retarded
1,leave nigga bitch idgt http co exjvkjcxez
1,wish joederosacomedy didnt block long ago calling pussy could call pussy get blocked second time
1,wish could go dat bitch
1,wish could mute rice krispies instead bitches snap crackling amp popping shit
1,wish could punch year old thirsty bitch
1,wish reason buy suit wedding clearly bitches dont know
1,wish never met bitch bro god
1,wish smoked could hit smoker loser hoes
1,wish would argue nigga bitch imma laugh ya ass
1,wish tinder would quit showing broads retarded l gesture sma enough procreate bbn
1,wish young thug made past hookah kept garbage ass tyga bitch
1,wish bitch could
1,wish bitch would
1,wish nigguh would try clown shit w h http co ucskiwfg
1,wish alot females would tweet sucking dick im tired twitter niggas tweeting eating pussy need balance
1,wish bitches would straight wit friends tell em look ugly really say cute smh
1,wish everyone knew faggot try hard sketchball
0,wish faggots like tyga would stop making music rack city fucking awful get fuck outta michigan
1,wish hoes bore problem would shop hoes r us every day
1,wish bitch ass mother would give grand child suppo fuckin bitch
1,wish brother would stop bringing di bitches house
1,wish people could straight fake bitch fake bitch anyone actually
1,wish ppl would learn tf stay business grown ass man go please mind damn business bitch
1,wish twitter stalk bitch button
1,wish ya nighas stressed ya kids like ya stress lame bitches
1,wish wish wish wish wish wish bitch would cept already gonna handle
1,witnessed ace hoe soo many niggas gardens growing talking strong armed hoein
1,wnna go ihop bitch
1,woke already pregnant fuck dat bitch
1,woke bed full bitches eeeen fuckin
1,woke bed full bitches even fuckin
1,nothin bitch even get hard
1,say many bitches fucked might say many touched
1,trust bitch
2,wonder many yankee fans hu derek jeter star break lmao
1,wonder philly fans aware complete cunts aware ok
0,wonder latino strategy working tpm goper doubles wetbacks backpedals shoot sight http co qwlpxxsuib
1,wonder bitch dead yet
1,wonder ever day sisters life ever complete utter bitch saves special
1,wonder twitter didnt allow pictures avi many followers yall would really cus yall bitches dont talkin bout shit
1,wonder twerking dies hoes became world star famous lives like wherearetheynow
1,wonder bitches got
1,wonder wrote blog either hoe dat let niggas beat avail bitch nigga hoe let em beat
2,would bitch weather bipolar gonna appreciate nice instead
1,would call bitch frowned upon
1,would commit rest gay life complete submissive bottom could zac efron bitch noshame gayboyproblems
1,would def call dwight cradle robbing faggot kobe
2,would describe whatupag work blaxican
1,would leave crib go somewhere pretty sure die cause bitch ass car sliding everywhere
0,would like apologize anyone called fat stupid gay nigger jew retarded truly sorry jk trolling fags
2,would like test see long tongue really lady eggplant emoji tinashe
1,would love give bitch act right juice lol
1,would love hit jig fucking life
1,would never fight nigga vagina hoes lmao
1,would never hit woman would slap hoe
1,would probably still feel bad bitch
2,would went ref hell post game interview saying called sad trash
1,acting like crazy bitch told hell goes head
1,fuk lot u bitches realtalk
1,last prison bitches would eat alive
1,want girl showing goodies every niggah
1,mother fuckin ugly gt badguy gt bitches gt eliwallach type shit breakingbad joke noose rigs leevancleef spo gt
1,tough ambitious know exactly want makes bitch okay
1,gladly victim mafiosoro im felon bigobundles bitch lbs riding ur face attempted murder
1,logging shakez ah man officiallyice ba enders sellin pussy thought strippers sold pussy
1,put bullet bitch
2,best owning bird could teach funniest things say
2,anything oreo vanilla bean drink dunkin amp chocolate chip muffin starving amp sounds good
1,drive crazy ghetto ass school everyday
1,go bitch
1,hit kardashian threw money bruh somebody would pull hoe idgaf nobody anyway lol
1,kill bitch able cuddle right ugh sucker stupid shit swear
2,kill meet charlie sheen
1,like see someone try hit joke bitch internet
1,rather school improving life sleeping home im back bitch
2,rather follow girls instagram rather bird brain tweets tl
1,rather flat bitch bitch cheats
2,rather hear neal degrasse tyson tell scientific mistakes assumptions wasp http co tlec vkuyd
1,shut fuck wide batter boy ever go haha im cunt wit cani shit stop
1,never let broke bitch influence
1,always remember feeling like good like like whack bitch could amp lied
2,yankee fan forever
1,bitch like f ck happen
1,dick wanna act like pussy
1,damned nigga wife hood hoe
1,stripping layers clothes instant get back gate hot satan pussy son bitch
1,lmao koolassk markus pussy
1,beat pussy right
1,break bitch nigga care size
1,call u bitch sho
1,eat ya pussy like savage put ya nasty ass feet face socks drawers already
1,fuck bitch real quick
1,get much pussy http co pltxgqiqe
2,give baby zebra girl
1,go class last minutes hoe
1,bitches havin baby every week
1,keep comments tho laugh nigs
2,let u clam top let dat nookie pop dat cookie jar rookie girllll
1,live life way want bitch
1,pay yall niggas get lost much hoe niggas gunna cost
1,quit bitch quit fake friend
1,round hoes little bit
1,sta butt work way pussy
1,still let plastic bitch dollar digherlow
1,stop drugs alcohol fags sluts give chance year feel clearly means something
1,walk away money leave tip bitch
1,walk local convenience store amp clerk says girl keystone sale yo white trash line forms right
1,bitch
2,still eat animal crackers emabiggestfans
2,camera shy talk phones love rain youn kno life understand
1,hungry give bitch time day trying take care business
2,hun gry
2,pregnant charlie brown worstpeanutsspecialever
1,rick james bitch
1,totally tired saudi arabia bitch gotten wayyyy old
1,tryn tell yall brah went wit slut n could stop da bitch frm boppin dat shit scary
1,tryna turn b bitch
1,xxx triple x rated bitch
1,vipperloid bitch p http co tl nfxorsu
1,bad bitch
1,big bitch goat soalmondie lazy
1,bitch
1,bitch family life fucked love life fucked social life fucked outlook life fucked
1,bitch nigga hu feelings like serious
1,bitch ok
1,broke hoes dream rich hoes cream
1,broke hoes dream rich girls cream
1,couple bitches header ioeno em
1,dick even got ya strap pussy
1,dope ass nigga n bitches od
1,hoe
1,lady bitch
1,light skin niggah
1,made man pussy niggas middle
1,pull eat pussy dip
1,purple headed cunt
2,redneck without homophobia racism
1,stretch pussy
2,sucker colored eyes
1,twat
1,wigger
1,get bitch cell mate
1,hit bitch
1,jog higher stupid bitch ass hoe mf saab jawad
2,post charlie clips vs yung ill rap battle review
1,push niggah seat trying squish shit
1,spray perfume bitch look trash might well smell decent
1,sta bad bitch mentoring association bc girl youre bad bitch dont let anybody tell ya wise
1,sta calling people retarded things
1,addicted ig twitter side bitch
0,already tired mr stupid af decides show us video trigonometric notions um yeah wanted say hoe
1,always dumb extra slow ass bitch
2,year old gay driving back roads redneck virginia blasting cheetah girls scream sitcom
1,asking boy questions like bitch
1,home throwing taking care kid yet hoe oh oh okay
1,back bitch
1,back bitches
1,back bitches back effect tonite http co dpylqzg
1,beating bitch jay jay ass see nigga really ova dead tho
1,beginning thincc brother defiantly fat mexican bitches eugh
1,bout back old shit miss hoes texting saying wanna come see
1,bout delete thirsty hoes twitter nigga nobody yall look sooo wack
1,bout get bitch cell mate
1,bout hop hoe tryna get ass
1,bout sta singing shit lol hoes going crazy nigga august
1,boutta deck bitch face
1,boutta merk nigguh
1,bringing booty back go ahead tell skinny bitches
1,busy tell hoes played side busy
1,cold bitch even need fleece bad bitch tell drop yo knees
1,coming spot nigguh nichollsodeon
1,crazy poke eyes slit yo clit give shit cuz shit
1,cute without makeup amp eyelashes bitches depend shit
1,dat nigga hoes stand b g
2,definitely watching mook lux battle today damn
1,done crying done worried bitch stupid written
1,done wit cheer team bitches literally brain dead
1,dracula bitch got problem smackin bitch kidnap em attack em axes n shit
1,dressing albino one day scaring shit amaris mom
1,drunk eat fucking twat
1,dry humping hoes tonite bussin costume man deal wit em later rong somebody girl gettin fucked tonight
1,fasho hoe bjayblast tbretreat hoe real time
1,fine af hoe
1,finna quit bitch irratating frfr sick shit let sta job huntin
2,finna see yankees win baseball game
1,finna sta slapping bitches
1,flexin bitches gold bottles bombay
1,flexing niggas bitches
1,flipping thru tv saw bachelor stooped second say hoes garbage
1,southchicago know bad bitch like live englewood foh
1,long beach california people automatically think badass bitch hahha
1,fucking around two bitches never made hoes mistress
2,getting sleepy phone acting retarded
1,getting spanked fantasy beating damn new england game amp julian eldman trash http co bpptg pskf
1,getting tired telling fuck every time something lol peckerwood guy
1,glad ari know text get contact cause calling bitch day worried
1,glad telling much basic bitch greekpharaoh also admitted basic truefriendsarebasictogether
1,glad see broads still faggot look comes picking dudes
1,glad hoes momma
1,goin big bitch suck dick
1,going thru bitch even bitch let whole team hit
1,going ugly niggah halloween
2,going dress trash halloween oh wait look like everyday
1,going punch bitch cleats come
0,going sell iphone macs suppo faggots
1,going movies weekend bffl bitch nigga solo
2,gonna ghetto color stain sharpie ctfu
1,gonna go ape shit uchida
1,gonna hoe shit meet wait
1,gonna kill bitches today
1,hands time ta murk bitch
1,happily taken tho amp cheating none hoes
1,happy bitch use
2,hooked monkey phonics
1,vegas bitches http co jgpiw kder
2,bed like half asleep stuff really want oreo coffee coolatta
1,glory bitch http co pnoaawenkv
1,cut old boys bitch asks smoke weed fucking yaris fuck lol hell
1,zone like secondary lie bitch flier pet canary
1,bitch like mf
1,hoe tripppped people wildin
2,jus trill nicca mane
1,gonna get dog eat bitch
1,living nig
1,matching grams wit fam bitch
1,going bitch speak reasons decision done sta shit
1,hoe laugh
1,salty bitch
1,sayin baby amp already told bitches
1,saying twitter pic look like guido love pattyfuckingboges
2,sitting waiting twitter explode yankees game ends
2,tryna get sleep birds sta getting rowdy
0,upset got faggots show
1,known around tampa ugly kid hoes
1,lactose hoe nigga tolerant
1,late hell niggas really hating cuz hoes want lightskin dude jail crazy
1,lifted stiff bitch
1,like rashad like found ghetto truth new new
1,literally scream throw bitch fit people hurry fuck
0,literally laughing shock amazement joy everything everything pop champagne american queers arrived
1,making shi says ke ha white trash slut wish teenage girls shitty tasted music
2,making pollo la brasso today
1,mattwho da boy hoe check amazing shit
1,naturally bowlegged trying stand normal think look deformed hoes thinking shit cute
1,never gonna ok nigga around alot bitches boys cause female boys put
1,nice everyone let pretty smile confuse turn bitch nanoseconds
1,man hoe tho
1,pussy ur still dick
1,broke bitch blessed
1,ho think two men one woman together threesome train getyamindright
1,ho like body count probably close
2,big uncle tom slur anyway least reserve earn dare vote dem
1,bouta let bitch play none family matter fuck
1,dating anyone right giving pussy brake
1,defending ray rice double standard bitch http co plkfb lnem
1,side bitch tho
2,ghetto
1,fuckin wit october new shit bitch cold
1,going chase dumb bitch
1,much texted get nuttz hoe
1,pa icularly shy hard break ice stranger others words pussy haha cute
2,really phone kinda guy actually hate talking phone amp texting kinda trash also
1,brightest guess game lil know much attention whores bitches
1,type guy bitch hot still sweating
1,type fight bitch nigga im type say fucc amp take bitch
0,weird faggot
0,obviously talking cod game queers
1,work naked hoes alcohol
1,officially dubbing nasty un natural shade red looks good one usually see ghetto hood red
2,okay rasor talking trash
1,old pussy still poppin tho
1,old school smack bitch
1,boat bitch
1,fuck bitch shit
1,good kush alcohol got bitches crawl
1,driving drunk cause bitch drove drink
